Date,Hardware Identifier,What Failed,Description of Failure,Action Taken
2/4/2004 9:00,node 424,DISK,I/O Error on Drive sdi,REPLACE
2/4/2004 9:00,node 537,PLATFORM,CMC ERROR ,REPLACE
2/4/2004 10:00,node 768,DIMM,CMC ERROR ,NONE
2/4/2004 10:00,node 198,DISK,I/O Error on Drive sde,REPLACE
2/4/2004 10:00,node 293,CABLE,"I/O Error across RAID (sdd,sde,sdf)",REPLACE
2/4/2004 10:00,node 320,CABLE,"I/O Error Across RAID (sda,sdb,sdc)",REPLACE
2/4/2004 10:00,node 459,OS,Wrong SWAP Size (needs re-Imaged),INSTALL
2/5/2004 10:00,node 326,DISK,I/O Error on Drive sdf,REPLACE
2/5/2004 10:00,node 355,DISK,I/O Error on Drive sdf,REPLACE
2/5/2004 10:00,node 494,DISK,I/O error on Drive sdd,REPLACE
2/5/2004 10:00,node 24,DISK,I?O Error on Drive sdf,REPLACE
2/5/2004 10:00,node 158,DISK,I/O Error on Drive sdc,REPLACE
2/5/2004 10:00,node 425,UNKNOWN,CMC ERROR ,NONE
2/5/2004 10:00,node 449,OS,No POST,REBOOT
2/5/2004 10:00,node 497,UNKNOWN,CMC ERROR ,NONE
2/5/2004 7:00,node 293,OS,Wrong SWAP Size (needs re-Imaged),INSTALL
2/5/2004 7:00,node 326,OS,Wrong SWAP Size (needs re-Imaged),INSTALL
2/5/2004 7:00,node 355,OS,Wrong SWAP Size (needs re-Imaged),INSTALL
2/5/2004 7:30,node 574,OS,Wrong SWAP Size (needs re-Imaged),INSTALL
2/5/2004 8:00,node 575,OS,Wrong SWAP Size (needs re-Imaged),INSTALL
2/5/2004 8:30,node 576,OS,Wrong SWAP Size (needs re-Imaged),INSTALL
2/5/2004 9:00,node 577,OS,Wrong SWAP Size (needs re-Imaged),INSTALL
2/5/2004 10:00,node 46,DISK,I/O Error on Drive sdh,REPLACE
2/6/2004 7:00,node 74,DIMM,CMC ERROR ,NONE
2/6/2004 7:00,node 127,DISK,I/O Error on Drive sdb,REPLACE
2/6/2004 7:30,node 499,DISK,I/O Error on Drive sdg,REPLACE
2/6/2004 8:00,node 816,DIMM,CMC ERROR ,NONE
2/6/2004 9:00,node 886,DISK,I/O Error on Drive sdb,REPLACE
2/6/2004 9:00,node 923,DISK,I/O Error on Drive sdb,REPLACE
2/6/2004 9:30,dtemp storage 03,HSV,73gig Drive Failure and B-BIC failure,REPLACE
2/6/2004 9:30,dtemp storage 24,HSV,73gig Drive failure ,REPLACE
2/6/2004 9:30,dtemp storage 26,HSV,73gig Drive Failure,REPLACE
2/6/2004 9:30,node 12,DISK,I/O Error on drive sdb,REPLACE
2/10/2004 9:30,node 568,UNKNOWN,CMC ERROR ,NONE
2/10/2004 9:30,node 862,DISK,I/O Error on Drive sda,REPLACE
2/10/2004 9:30,node 903,DISK,I/O Error on Drive sda,REPLACE
2/10/2004 9:30,node 928,DISK,I/O Error on Drive sda,REPLACE
2/10/2004 10:00,quadrics switch 1N11,ELAN4,Replacement of Quadrics Cable,REPLACE
2/10/2004 10:00,node 57,CPU,CMC ERROR ,REPLACE
2/10/2004 10:00,node 885,CPU,CMC ERROR ,REPLACE
2/17/2004 10:00,node 29,DISK,I/O Error on Drive sdb,REPLACE
2/17/2004 10:00,node 89,DISK,I/O Error on Drive sdh,REPLACE
2/17/2004 10:30,node 146,CPU,CMC ERROR ,REPLACE
2/17/2004 11:00,node 190,DISK,"I/O Error on Drives sdb,sdc ",REPLACE
2/17/2004 12:00,node 293,DISK,I/O Error on drive sdc,REPLACE
2/17/2004 12:30,node 310,DIMM,CMC ERROR ,REPLACE
2/17/2004 13:00,node 351,DISK,I/O Error on Drive sdi,REPLACE
2/17/2004 13:30,node 383,DISK,I/O Error on Drive sdd,REPLACE
2/17/2004 13:30,node 441,DISK,I/O Error on Drive sdh,REPLACE
2/17/2004 14:00,node 543,CABLE,I/O error across RAID,REPLACE
2/17/2004 14:00,node 547,CABLE,I/O Error across RAID,REPLACE
2/17/2004 14:30,node 548,DISK,I/O Error on Drive sdb,REPLACE
2/17/2004 14:30,node 561,DISK,I/O Error on Drive sdc,REPLACE
2/17/2004 14:30,node 770,DIMM,CMC ERROR ,REPLACE
2/17/2004 14:30,node 874,DISK,I/O error on Drive sdb,REPLACE
2/17/2004 15:00,node 877,DISK,I/O Error on Drive sdb,REPLACE
2/17/2004 15:00,node 881,DISK,I/O Error on Drive sda,REPLACE
2/17/2004 15:30,node 896,DISK,I/O Error on Drive sdb,REPLACE
2/17/2004 15:30,node 908,DISK,I/O error on Drive sdb,REPLACE
2/17/2004 15:30,dtemp storage 24,HSV,73gig drive 1/10 failure,REPLACE
2/17/2004 15:30,dtemp storage 25,HSV,EMU Replacement,REPLACE
2/17/2004 16:00,quadrics switch 1N11,ELAN4,Cable in need of replacement ,REPLACE
2/17/2004 17:00,quadrics switch 1N02,ELAN4,Cable reseat,RESEAT
2/17/2004 17:00,quadrics switch 1N11,ELAN4,Cable Reseat,RESEAT
2/17/2004 17:00,quadrics switch 1N11,ELAN4,Cable Reseat,RESEAT
2/17/2004 17:00,quadrics switch 1N11,ELAN4,Cable Reseat,RESEAT
2/17/2004 17:00,quadrics switch 1N11,ELAN4,Cable reseat,RESEAT
2/17/2004 17:00,quadrics switch 1N13,ELAN4,Cable reseat,RESEAT
2/17/2004 17:30,node 190,CNTLR,RAID Failure across lower DS2100 ,REPLACE
2/17/2004 17:30,node 238,CNTLR,RAID failure across the lower DS2100 ,REPLACE
2/17/2004 17:30,node 367,DIMM,CMC ERROR ,REPLACE
2/17/2004 17:30,node 648,PLATFORM,NO POST,REPLACE
2/17/2004 17:30,node 882,CPU,CMC ERROR ,REPLACE
2/17/2004 17:30,node 927,DIMM,CMC ERROR ,NONE
2/18/2004 7:30,node 297,DISK,I/O Error on Drive sdd,REPLACE
2/18/2004 8:00,node 350,DIMM,CMC ERROR ,NONE
2/18/2004 8:30,node 567,CPU,CMC ERROR ,NONE
2/18/2004 9:00,dtemp storage 25,HSV,73gig drive 2/10 failure,REPLACE
2/18/2004 9:00,dtemp storage 26,HSV,73gig drive 7/1 failure ,REPLACE
2/18/2004 9:30,node 532,DISK,I/O Error on Drive sdf,REPLACE
2/18/2004 9:30,node 612,CPU,CMC ERROR ,NONE
2/18/2004 9:30,node 885,OS,Wrong SWAP Size (needs re-Imaged),REBOOT
2/19/2004 7:30,node 131,DISK,I/O Error on Drive sdc,REPLACE
2/19/2004 7:30,node 233,DISK,I/O Error on Drive sdg,REPLACE
2/19/2004 7:30,node 293,DISK,"I/O Error on Drive sdb, sdf",REPLACE
2/19/2004 7:30,node 437,UNKNOWN,CMC ERROR,NONE
2/19/2004 7:30,node 607,DIMM,CMC ERROR ,NONE
2/19/2004 7:30,node 786,DISK,I/O Error on Drive sda,REPLACE
2/20/2004 7:00,node 46,DIMM,CMC ERROR,NONE
2/20/2004 9:30,node 94,DISK,I/O Error on Drive sdf,REPLACE
2/20/2004 9:30,node 403,DISK,I/O Error on Drive sdb,REPLACE
2/20/2004 9:30,node 559,DISK,I/O Error on Drive sdh,REPLACE
2/20/2004 9:30,node 884,DISK,I/O Error on Drive sda,REPLACE
2/20/2004 9:30,node 901,DISK,I/O Error on Drive sda,REPLACE
2/20/2004 9:30,node 958,DIMM,CMC ERROR (lustre node),NONE
2/20/2004 9:30,node 973,UNKNOWN,CMC ERROR (lustre node),NONE
2/20/2004 9:30,dtemp storage 25,HSV,Controller Crashed ,INVESTIGATE
2/23/2004 7:30,node 157,DISK,I/O Error on Drive sdf,REPLACE
2/23/2004 8:30,node 223,DISK,I/O Error on Drive sdi,REPLACE
2/23/2004 8:30,node 378,DISK,I/O Error on Drive sdb,REPLACE
2/23/2004 9:00,node 494,CABLE,"RAID Failure across sdd,sde,sdf",REPLACE
2/23/2004 10:00,node 634,UNKNOWN,CMC ERROR ,NONE
2/23/2004 10:30,quadrics switch 1N11,ELAN4,LINK ERROR (B6),REPLACE
2/24/2004 7:30,node 929,DIMM,CMC ERROR ,NONE
2/24/2004 7:30,node 490,CPU,CMC ERROR ,REPLACE
2/24/2004 7:30,node 524,PLATFORM,SYSTEM Crash,REPLACE
2/24/2004 7:30,node 399,DISK,I/O Error on Drive sdf,REPLACE
2/25/2004 7:30,node 912,DISK,I/O Error on drive sda,REPLACE
2/25/2004 8:00,node 3,DISK,I/O Error on Drive sdi,REPLACE
2/25/2004 8:00,node 75,DISK,I/O Error on Drive sdi,REPLACE
2/25/2004 8:00,node 156,DIMM,CMC ERRPR ,NONE
2/25/2004 8:00,node 193,DISK,I/O Error on Drive sde,REPLACE
2/25/2004 8:00,node 308,DISK,I/O Error on Drive sdi,REPLACE
2/25/2004 8:00,node 494,DISK,I/O Error on Drive sdb,REPLACE
2/26/2004 8:00,node 125,DISK,I/O Error on Drive (slowness),REPLACE
2/26/2004 8:30,node 196,DISK,I/O Error on Drive (slowness),REPLACE
2/26/2004 9:30,node 384,DISK,I/O Error on Drive sdd,REPLACE
2/26/2004 10:00,node 420,DISK,I/O Error on Drive sde,REPLACE
2/26/2004 10:30,node 897,PLATFORM,MCA ERROR ,REPLACE
2/26/2004 11:30,node 960,PLATFORM,MCA ERROR ,REPLACE
2/26/2004 7:00,node 58,DISK,I/O Error on Drive sdf,REPLACE
2/26/2004 7:00,node 349,DISK,I/O error on Drive sdc,REPLACE
2/26/2004 7:00,node 428,DISK,I/O Error on Drive sdi,REPLACE
2/27/2004 7:00,node 483,CPU,CMC ERROR ,REPLACE
2/27/2004 8:00,node 514,DISK,I/O Error on Drive sdb,REPLACE
3/2/2004 7:00,node 25,CPU,CMC ERROR ,REPLACE
3/2/2004 7:00,node 32,DISK,I/O Error on Drive sdc,REPLACE
3/2/2004 7:00,node 42,DISK,I/O Error on Drive sdf,REPLACE
3/2/2004 7:00,node 42,ELAN4,MCA ERROR ,RESEAT
3/2/2004 8:00,node 44,DISK,I/O Error on Drive sdi,REPLACE
3/2/2004 8:30,node 199,CPU,CMC ERROR ,REPLACE
3/2/2004 9:30,node 333,DISK,I/O Error on Drive sde,REPLACE
3/2/2004 10:00,node 429,DIMM,CMC ERROR ,NONE
3/2/2004 10:30,node 503,DIMM,CMC ERROR ,NONE
3/2/2004 11:00,node 523,DISK,I/O Error on Drive sde,REPLACE
3/2/2004 11:30,node 556,DISK,I/O Error on Drive sdd,REPLACE
3/2/2004 12:00,node 826,DIMM,CMC ERROR ,NONE
3/2/2004 12:30,node 866,DISK,I/O Error on Drive sda,REPLACE
3/2/2004 13:00,node 891,DISK,I/O Error on Drive sda,REPLACE
3/2/2004 13:30,quadrics switch 1N11,ELAN4,QR1N11 B06 P13 - QR1T02 B01 P11 ,RESEAT
3/2/2004 13:30,quadrics switch 1N11,ELAN4,QR1N11 B07 P0  - QR1T01 B07 P11 ,RESEAT
3/2/2004 13:30,quadrics switch 1N11,ELAN4,QR1N11 B07 P7  - QR1T07 B05 P11 ,RESEAT
3/2/2004 14:30,node 190,ELAN4,ELAN4 ISSUE ,RESEAT
3/2/2004 14:30,node 474,OS,ISSUE with the IMAGE,INSTALL
3/2/2004 14:30,node 726,ELAN4,ELAN4 ISSUE ,RESEAT
3/4/2004 7:30,node 940,ELAN4,lustre error ,RESEAT
3/4/2004 8:00,quadrics switch 1N10,ELAN4,Nodes M688-M703 crashed ,REPLACE
3/4/2004 9:00,node 941,ELAN4,lustre issue ,RESEAT
3/4/2004 9:30,node 947,PLATFORM,MCA ERROR ,REPLACE
3/4/2004 10:30,node 974,ELAN4,ELAN4 ISSUE,RESEAT
3/4/2004 11:00,node 977,ELAN4,/dtemp error ,RESEAT
3/4/2004 11:30,quadrics switch 1N11,ELAN4,QR1N11 B7 P0 <-> QRT01 B7 P11,RESEAT
3/4/2004 11:30,quadrics switch 1N11,ELAN4,QR1N11 B7 P1 <-> QRT03 B7 P11,RESEAT
3/4/2004 12:00,quadrics switch 1N11,ELAN4,QR1N11 B7 P2 <-> QRTO5 B7 P11,RESEAT
3/4/2004 12:00,quadrics switch 1N11,ELAN4,QR1N11 B7 P3 <-> QRT07 B7 P11,RESEAT
3/4/2004 12:30,quadrics switch 1N10,ELAN4,replaced blade 3,REPLACE
3/4/2004 13:30,node 67,ELAN4,ELAN4 ISSUE ,REPLACE
3/5/2004 7:30,node 130,DISK,I/O Error on Drive sdc,REPLACE
3/5/2004 7:30,node 145,DISK,I/O Error on Drive sdb,REPLACE
3/5/2004 7:30,node 305,DISK,I/O Error on Drive sdf,REPLACE
3/5/2004 8:00,node 305,OS,lustre not mounted ,REBOOT
3/5/2004 8:30,node 795,UNKNOWN,CMC ERROR ,NONE
3/5/2004 8:30,node 938,CPU,CMC ERROR ,REPLACE
3/5/2004 9:00,syslog server 3,PLATFORM,CMC ERROR ,REPLACE
3/5/2004 10:00,node 47,DISK,I/O Error on Drive sdb,REPLACE
3/5/2004 10:00,node 83,DISK,I/O Error on Drive sdi,REPLACE
3/5/2004 10:00,node 216,DISK,I/O Error on Drive sde,REPLACE
3/5/2004 10:00,node 467,DISK,I/O Error on Drive sdc,REPLACE
3/5/2004 10:00,node 476,DISK,I/O Error on Drive sdh,REPLACE
3/5/2004 10:00,node 588,OS,Lustre not mounted ,REBOOT
3/5/2004 10:00,node 891,DISK,I/O Error on Drive sdb,REPLACE
3/5/2004 10:00,syslog server 2,DIMM,CMC ERROR ,NONE
3/8/2004 10:00,node 36,DISK,I/O Error on Drive sdi ,REPLACE
3/8/2004 10:30,node 73,DISK,I/O error on Drive sdi,REPLACE
3/8/2004 11:00,node 94,DISK,I/O Error on Drive sda,REPLACE
3/8/2004 11:00,node 127,DISK,I/O Error on Drive sdi,REPLACE
3/8/2004 11:30,node 293,DISK,I/O Error on Drive sdc,REPLACE
3/8/2004 11:30,node 438,DISK,I/O Error on Drive sdg,REPLACE
3/8/2004 11:30,node 498,DIMM,CMC ERROR ,REPLACE
3/8/2004 11:30,node 532,DISK,I/O Error on drive sdf,REPLACE
3/8/2004 11:30,node 920,DISK,I/O Error on Drive sda,REPLACE
3/8/2004 11:30,node 927,DISK,I/O error on Drive sda,REPLACE
3/8/2004 11:30,dtemp storage 06,HSV,disk 6/2 failure ,REPLACE
3/8/2004 11:30,dtemp storage 25,HSV,disk 3/3 failure ,REPLACE
3/8/2004 11:30,dtemp storage 25,HSV,disk 2/10 faiure ,REPLACE
3/8/2004 11:30,node 101,DISK,I/O Error on Drive sdh,REPLACE
3/9/2004 7:30,node 91,DISK,I/O Error on Drive sdh,REPLACE
3/9/2004 8:00,node 412,PLATFORM,Not Responding ,REPLACE
3/9/2004 9:00,node 862,DISK,I/O Error on Drive sdb,REPLACE
3/9/2004 9:00,node 190,ELAN4,Cable Replacement,REPLACE
3/9/2004 9:00,node 492,DISK,I/O Error on Drive sdf,REPLACE
3/10/2004 8:00,node 575,CPU,CMC ERROR ,REPLACE
3/10/2004 8:30,node 907,DIMM,CMC ERROR ,NONE
3/10/2004 8:30,node 123,DISK,I/O error on drive sdb,REPLACE
3/10/2004 8:30,node 215,DISK,I/O error on Drive sdg,REPLACE
3/10/2004 8:30,node 281,DISK,I/O error on Drive sde,REPLACE
3/10/2004 8:30,node 287,DISK,I/O error on Drive sdg,REPLACE
3/11/2004 8:30,node 534,CPU,CMC ERROR ,REPLACE
3/11/2004 9:00,node 552,DISK,I/O Error Drive sde,REPLACE
3/11/2004 9:30,node 474,DISK,I/O Error on Drive sdi,REPLACE
3/11/2004 9:30,node 495,DISK,I/O Error on Drive sdf,REPLACE
3/19/2004 7:30,node 173,ELAN4,ELAN4 ERRORS ,RESEAT
3/19/2004 8:30,node 16,DIMM,I/O Error on Drive sdg,REPLACE
3/20/2004 7:00,node 10,DISK,I/O error on Drive sdi,REPLACE
3/20/2004 7:30,node 25,DISK,I/O error on Drive sdg,REPLACE
3/20/2004 8:00,node 46,DISK,I/O error on Drive sde,REPLACE
3/20/2004 8:30,node 75,UNKNOWN,CMC ERROR ,NONE
3/20/2004 9:00,node 85,DISK,I/O Error on Drive sdg,REPLACE
3/20/2004 9:30,node 123,DISK,I/O Error on Drive sdf,REPLACE
3/20/2004 10:00,node 136,DISK,I/O error on Drive sdg,REPLACE
3/20/2004 10:30,node 147,DISK,I/O error on Drive sdc,REPLACE
3/20/2004 11:00,node 162,DISK,I/O Error on Drive sdf,REPLACE
3/20/2004 11:30,node 233,DIMM,CMC ERROR ,NONE
3/20/2004 12:00,node 235,DISK,I/O error on Drive sdc and sdf,REPLACE
3/20/2004 12:30,node 318,DISK,I/O error on Drive sdh,REPLACE
3/20/2004 13:00,node 575,CPU,CMC ERROR ,REPLACE
3/20/2004 13:30,node 671,UNKNOWN,CMC ERROR ,NONE
3/20/2004 13:30,node 689,DIMM,CMC ERROR ,NONE
3/23/2004 7:00,node 365,DISK,I/O Error on Drive sde,REPLACE
3/23/2004 7:30,node 372,DISK,I/O error on Drive sdb,REPLACE
3/23/2004 8:00,node 392,CPU,NODE CRASHED ,REPLACE
3/23/2004 8:30,node 397,DISK,I/O error on Drive sdi,REPLACE
3/23/2004 9:00,node 513,DISK,I/O Error on Drive sdi,REPLACE
3/23/2004 9:00,node 707,UNKNOWN,CMC ERROR ,NONE
3/23/2004 9:30,home storage 4,HSV,Fan failure on Disk Tray 1,REPLACE
3/23/2004 9:30,home storage 6,HSV,Drive 8/3 Failure,REPLACE
3/23/2004 10:00,node 340,CPU,CMC ERROR ,REPLACE
3/24/2004 8:00,node 765,UNKNOWN,CMC ERROR ,NONE
3/24/2004 8:00,node 847,DIMM,CMC ERROR ,NONE
3/24/2004 8:30,dtemp storage 18,HSV,Drive 6/10 Failure ,REPLACE
3/24/2004 8:30,dtemp storage 18,HSV,Drive 7/2 failure ,REPLACE
3/24/2004 8:30,dtemp storage 25,HSV,Drive 2/10 Failure,REPLACE
3/25/2004 8:00,node 110,OS,Drive Failure on install ,INSTALL
3/25/2004 8:30,node 328,OS,Issues with image install ,INSTALL
3/25/2004 9:00,node 483,DISK,I/O Error on Drive sdd,REPLACE
3/25/2004 9:00,node 940,ELAN4,ELAN ERROR ,RESEAT
3/25/2004 9:30,node 734,ELAN4,ELAN DISCONNECT TEST,NONE
3/25/2004 10:00,node 74,DIMM,CMC ERROR ,NONE
3/25/2004 10:00,node 480,DISK,I/O error on Drive sdf,REPLACE
3/25/2004 10:00,node 907,DISK,I/O error on Drive sda,REPLACE
3/26/2004 8:00,node 459,DISK,I/O Error on Drive sdi,REPLACE
3/26/2004 8:30,node 88,DISK,I/O Error on Drive sdc,REPLACE
3/26/2004 8:30,node 287,DISK,I/O error on Drive sdi,REPLACE
3/29/2004 8:30,node 215,DISK,I/O Error on Drive sdi,REPLACE
3/29/2004 9:00,node 744,UNKNOWN,CMC ERROR ,NONE
3/29/2004 9:30,syslog server 3,DISK,I/O Error on Drive sdb,REPLACE
3/29/2004 9:30,test node 5,DISK,I/O Error on Drive sdb,REPLACE
3/29/2004 9:30,test node 5,DISK,I/O error on Drive sdg,REPLACE
3/29/2004 10:00,dtemp storage 02,HSV,Drive 7/12 and 6/7 failure ,REPLACE
3/29/2004 10:00,dtemp storage 25,HSV,Drive 1/4 failure,REPLACE
3/29/2004 10:00,dtemp storage 11,HSV,Drive 10/5 failure,REPLACE
3/29/2004 10:30,node 17,DISK,I/O error on Drive sdi,REPLACE
3/29/2004 10:30,node 462,UNKNOWN,CMC ERROR ,NONE
3/29/2004 10:30,node 816,DIMM,CMC ERROR ,NONE
3/30/2004 10:30,node 220,DISK,I/O error on Drive sdg,REPLACE
3/30/2004 10:30,node 381,DISK,I/O error on Drive sdh,REPLACE
3/30/2004 10:30,node 454,DIMM,CMC ERROR ,NONE
3/30/2004 10:30,node 78,DISK,I/O error on Drive sdh,REPLACE
3/30/2004 10:30,node 484,DISK,I/O error on Drive sdf,REPLACE
3/31/2004 7:30,node 238,DISK,SLOW DISK ,REPLACE
3/31/2004 8:00,node 321,CPU,CMC ERROR ,REPLACE
3/31/2004 8:30,node 389,DISK,I/O Error on Drive sde,REPLACE
3/31/2004 9:00,node 417,DISK,I/O Error on Drive sdh,REPLACE
3/31/2004 9:30,node 423,DISK,Slow Disk ,REPLACE
3/31/2004 10:00,node 107,CPU,CMC ERROR ,REPLACE
3/31/2004 10:00,node 283,DISK,I/O error on Drive sde,REPLACE
3/31/2004 10:00,node 665,DIMM,CMC ERROR ,NONE
3/31/2004 10:00,node 828,DIMM,CMC ERROR ,NONE
4/1/2004 8:00,node 105,DISK,Slow disk ,REPLACE
4/1/2004 8:00,node 226,DISK,I/O Error on Drive sdd,REPLACE
4/1/2004 8:30,node 342,DISK,I/O Error on Drive sdf,REPLACE
4/1/2004 9:00,node 498,DISK,I/O error on Drive sda,REPLACE
4/1/2004 9:00,node 51,DIMM,CMC ERROR ,NONE
4/1/2004 9:00,node 509,DIMM,CMC ERROR ,REPLACE
4/2/2004 8:00,node 245,DISK,I/O error on Drive sdg,REPLACE
4/2/2004 8:30,node 526,DISK,I/O error on Drive sdd,REPLACE
4/2/2004 9:00,node 781,DIMM,CMC ERROR ,NONE
4/2/2004 9:30,node 114,DISK,I/O error on Drive sdf,REPLACE
4/5/2004 8:30,node 63,CPU,CMC ERROR ,REPLACE
4/5/2004 9:00,node 149,DISK,I/O error on Drive sdf,REPLACE
4/5/2004 9:30,node 326,MISC,"LED ERROR, system battery low ",REPLACE
4/5/2004 10:15,node 367,DISK,I/O error on Drive sdb,REPLACE
4/5/2004 10:45,node 430,DISK,I/O error on Drive sdb,REPLACE
4/5/2004 11:15,node 531,DISK,I/O error on Drive sdh,REPLACE
4/5/2004 11:45,node 872,MISC,LED ERROR system battery low ,REPLACE
4/5/2004 12:30,dtemp storage 02,HSV,Drive 7/7 failure,REPLACE
4/5/2004 12:30,dtemp storage 09,HSV,Drive 2/10 ,REPLACE
4/5/2004 12:30,dtemp storage 14,HSV,Drive 7/13 Failure,REPLACE
4/5/2004 13:00,node 106,DISK,I/O error on Drive sdc,REPLACE
4/5/2004 13:00,node 557,UNKNOWN,CMC ERROR ,NONE
4/5/2004 13:00,node 963,MISC,LED ERROR system battery voltage low,REPLACE
4/6/2004 7:00,node 16,CPU,CMC ERROR ,REPLACE
4/6/2004 7:00,node 236,DISK,I/O error on Drive sdc,REPLACE
4/6/2004 7:00,node 393,DISK,I/O Error on Drive sdi,REPLACE
4/6/2004 7:00,node 895,FAN,Fan 2 ERROR ,REPLACE
4/6/2004 7:30,node 77,DISK,I/O error on Drive sdh,REPLACE
4/6/2004 7:30,node 130,OS,Wrong Firmware Rev on drive(s),UPDATE_FW
4/6/2004 7:30,node 145,OS,Wrong Firmware Rev on drive(s),UPDATE_FW
4/6/2004 7:30,node 147,OS,Wrong Firmware Rev on drive(s),UPDATE_FW
4/6/2004 7:30,node 162,DISK,I/O error on Drive sdg ,REPLACE
4/6/2004 7:30,node 222,OS,Wrong Firmware Rev on drive(s),UPDATE_FW
4/6/2004 7:30,node 305,OS,Wrong Firmware Rev on drive(s),UPDATE_FW
4/7/2004 7:30,node 120,DISK,I/O error on Drive sda,REPLACE
4/7/2004 8:00,node 321,DISK,I/O error on Drive sdb,REPLACE
4/7/2004 8:00,node 659,DIMM,CMC ERROR ,NONE
4/7/2004 8:30,dtemp storage 09,HSV,Drive 1/7 failure ,REPLACE
4/7/2004 9:00,dtemp storage 14,HSV,Drive 7/7 failure,REPLACE
4/7/2004 9:30,dtemp storage 20,HSV,Drive 17/13 failure,REPLACE
4/7/2004 9:30,dtemp storage 30,HSV,Drive 5/6 failure,REPLACE
4/8/2004 10:00,node 526,CABLE,"I/O Error on Drives sdd,sde and sdf",REPLACE
4/12/2004 7:30,node 83,DISK,I/O error on Drive sde,REPLACE
4/12/2004 7:30,node 157,DISK,I/O Error on Drive sde,REPLACE
4/12/2004 8:00,node 218,UNKNOWN,CMC ERROR ,NONE
4/12/2004 8:30,node 278,DISK,I/O Error on Drive sdi,REPLACE
4/12/2004 9:00,node 373,DISK,I/O Error on Drive sdf,REPLACE
4/12/2004 9:30,node 374,DISK,I/O Error on Drive sdc,REPLACE
4/12/2004 10:00,node 378,DISK,I/O Error on Drive sde,REPLACE
4/12/2004 10:30,node 528,DISK,IO Error on Drive sdc,REPLACE
4/12/2004 10:30,node 561,DISK,I/O Error on Drive sdf,REPLACE
4/12/2004 11:00,node 562,DISK,I/O Error on Drive sdf,REPLACE
4/12/2004 11:30,node 786,OS,Wrong Firmware Rev on drive(s),UPDATE_FW
4/12/2004 11:30,node 818,CPU,CMC ERROR ,REPLACE
4/12/2004 11:30,home storage 5,HSV,Blower 2 in Controller B Failed,REPLACE
4/12/2004 11:30,home storage 6,HSV,Drive 7/11 failure,REPLACE
4/12/2004 11:30,dtemp storage 09,HSV,drive 1/2 failure,REPLACE
4/12/2004 11:30,dtemp storage 20,HSV,Drive 15/14 failure,REPLACE
4/12/2004 11:30,dtemp storage 21,HSV,Drive 2/1 failure ,REPLACE
4/12/2004 11:30,node 284,DISK,I/O Error on drive sdi,REPLACE
4/12/2004 11:30,node 429,DISK,I/O Error on Drive sdi,REPLACE
4/12/2004 11:30,node 535,DISK,I/O Error on Drive sdc,REPLACE
4/14/2004 8:30,node 210,DISK,I/O error on Drive sde,REPLACE
4/14/2004 9:00,node 872,PLATFORM,LED ERROR System Battery Voltage Low,REPLACE
4/14/2004 10:00,dtemp storage 21,HSV,drive 3/7 failure,REPLACE
4/14/2004 10:00,node 364,DISK,I/O error on Drive sde,REPLACE
4/15/2004 7:30,node 278,DISK,I/O error on Drive sdc,REPLACE
4/15/2004 8:00,node 375,DISK,I/O Error on Drive sde,REPLACE
4/15/2004 8:30,node 482,DISK,I/O Error on Drive sde,REPLACE
4/15/2004 9:00,node 584,DISK,I/O error on Drive sdb,REPLACE
4/15/2004 9:30,node 589,DIMM,CMC ERROR ,NONE
4/15/2004 10:00,node 968,UNKNOWN,CMC ERROR ,NONE
4/15/2004 10:30,node 171,DISK,I/O Error on Drive sdf,REPLACE
4/16/2004 7:30,node 268,DISK,I/O error on Drive sdi ,REPLACE
4/16/2004 8:00,node 497,DISK,I/O error on Drive sdi,REPLACE
4/16/2004 8:30,node 510,DISK,I/O Error on Drive sdi,REPLACE
4/16/2004 8:30,node 94,CPU,CMC ERROR ,REPLACE
4/16/2004 8:30,node 110,CPU,CMC ERROR ,REPLACE
4/16/2004 8:30,node 291,DISK,I/O Error on Drive sdb,REPLACE
4/16/2004 8:30,node 303,DISK,I/O error on Drive sdf,REPLACE
4/16/2004 8:30,node 868,DISK,I/O error on Drive sda,REPLACE
4/20/2004 8:30,node 54,DISK,I/O Error on Drive sdc,REPLACE
4/20/2004 9:00,node 74,DISK,I/O Error on Drive sdg,REPLACE
4/20/2004 9:30,node 74,DIMM,Single Bit Error ,REPLACE
4/20/2004 10:00,node 89,DISK,I/O Error on Drive sde,REPLACE
4/20/2004 10:30,node 94,CPU,CMC ERROR ,REPLACE
4/20/2004 11:00,node 119,DISK,I/O Error on Drive sdh,REPLACE
4/20/2004 11:30,node 155,DISK,I/O Error on Drive sdg,REPLACE
4/20/2004 11:30,node 176,DISK,I/O Error on Drive sdi,(select Action)
4/20/2004 12:00,node 199,DISK,I/O Error on Drive sdf,REPLACE
4/20/2004 12:00,node 294,DISK,I/O Error on Drive sdf,REPLACE
4/20/2004 12:00,node 318,DISK,I/O Error on drive sdi,REPLACE
4/20/2004 12:00,node 326,DISK,I/O Error on Drive sde,REPLACE
4/20/2004 12:00,node 332,DISK,I/O Error on Drive sdi,REPLACE
4/20/2004 12:30,node 400,DISK,I/O Error on Drive sdc,REPLACE
4/20/2004 12:30,node 454,DISK,I/O Error on Drive sda,REPLACE
4/20/2004 12:30,node 471,DIMM,CMC ERROR ,NONE
4/20/2004 12:30,node 476,DISK,I/O Error on Drive sdc,REPLACE
